popularity,original_title,runtime,genres,release_year,budget_adj,revenue_adj,profit
1,Shakespeare in Love,122,History,1998,33442386,387019102,353576716
1,The Mask of Zorro,136,Adventure|Comedy|Western|Romance|Thriller,1998,127081069,334809823,207728754
1,The Waterboy,90,Comedy,1998,30766995,248800182,218033187
1,A Perfect Murder,107,Crime|Thriller|Drama,1998,80261728,171276344,91014616
1,Pi,84,Mystery|Drama|Thriller,1998,80261,4308920,4228659
1,City of Angels,114,Drama|Fantasy|Romance,1998,73573250,265780176,192206926
0,The Thin Red Line,170,Drama|History|War,1998,69560164,131263461,61703297
0,Small Soldiers,110,Comedy|Adventure|Fantasy|Science Fiction|Action,1998,53507818,73148595,19640777
0,Doctor Dolittle,85,Comedy|Family|Fantasy,1998,94976378,393893266,298916888
0,Star Trek: Insurrection,103,Science Fiction|Action|Adventure|Thriller,1998,93638682,157848065,64209383
0,You've Got Mail,119,Comedy|Romance,1998,86950205,335522777,248572572
0,U.S. Marshals,131,Thriller|Crime|Action,1998,80261728,136936413,56674685
0,Elizabeth,124,Drama|History,1998,40130864,109892541,69761677
0,Out of Sight,123,Romance|Comedy|Crime,1998,64209382,103999894,39790512
0,The Wedding Singer,95,Romance|Comedy,1998,24078518,164947197,140868679
0,EverAfter,121,Drama|Romance|Comedy,1998,34780082,87894313,53114231
0,Patch Adams,115,Comedy|Drama,1998,66884773,270606298,203721525
0,Urban Legend,99,Horror|Thriller,1998,18727736,97019835,78292099
0,Rounders,121,Drama|Crime,1998,16052345,30662519,14610174
0,Disturbing Behavior,82,Horror|Thriller|Science Fiction,1998,20065432,23419526,3354094
0,Babe: Pig in the City,92,Adventure|Comedy|Drama|Family|Fantasy,1998,120392592,92477375,-27915217
0,"Lock, Stock and Two Smoking Barrels",105,Comedy|Crime,1998,1805888,5213760,3407872
0,A Night at the Roxbury,81,Comedy,1998,22740822,40573861,17833039
0,The Horse Whisperer,170,Drama|Romance,1998,80261728,249993295,169731567
0,Bride of Chucky,89,Comedy|Horror,1998,33442386,67783504,34341118
0,54,93,Music|Drama,1998,17390041,22415981,5025940
0,Great Expectations,111,Comedy|Drama|Romance,1998,33442386,74234160,40791774
0,The Siege,116,Drama|Action|Thriller|Crime,1998,93638682,156072825,62434143
0,Snake Eyes,98,Crime|Mystery,1998,97651769,138975067,41323298
0,Sliding Doors,99,Comedy|Drama|Fantasy|Romance,1998,8026172,77586337,69560165
0,The Avengers,89,Thriller,1998,80261728,64908772,-15352956
0,Simon Birch,114,Comedy|Drama|Family,1998,26753909,24417510,-2336399
0,The Big Hit,91,Action|Adventure|Comedy|Thriller,1998,17390041,36127332,18737291
0,Blues Brothers 2000,123,Music|Action|Comedy|Crime,1998,37455473,18796472,-18659001
0,He Got Game,136,Drama,1998,33442386,28851219,-4591167
0,Hard Rain,97,Thriller,1998,93638682,26580767,-67057915
0,A Civil Action,115,Drama,1998,93638682,75851213,-17787469
0,Happiness,139,Comedy|Drama,1998,4013086,3755432,-257654
0,The Replacement Killers,87,Drama|Action|Crime|Thriller,1998,40130864,25690346,-14440518
0,The Faculty,104,Horror|Mystery|Science Fiction,1998,20065432,53886815,33821383
0,Playing by Heart,121,Comedy|Drama|Romance,1998,26753909,5310755,-21443154
0,Can't Hardly Wait,100,Comedy|Drama|Romance,1998,13376954,34251712,20874758
0,Halloween: H20,86,Horror|Thriller,1998,22740822,73629083,50888261
0,Psycho,105,Horror|Mystery|Thriller,1998,80261728,49683521,-30578207
0,Deep Rising,106,Adventure|Action|Horror|Science Fiction,1998,60196296,14986237,-45210059
0,The Red Violin,131,Drama|Thriller|Mystery|Music|Romance,1998,24078518,12701964,-11376554
0,Very Bad Things,100,Comedy|Crime|Thriller,1998,40130864,13241060,-26889804
0,Soldier,99,Action|War|Science Fiction,1998,100327160,19487391,-80839769
0,The Opposite of Sex,105,Comedy|Drama,1998,6688477,7864651,1176174
0,Bulworth,108,Comedy|Drama,1998,40130864,39064565,-1066299
0,Buffalo '66,110,Romance|Comedy|Crime|Drama,1998,2006543,3177156,1170613
0,Half Baked,82,Comedy|Crime,1998,10701563,23356189,12654626
0,Gods and Monsters,105,Drama,1998,13376954,8630313,-4746641
0,Without Limits,117,Drama,1998,33442386,1039955,-32402431
0,Jane Austen's Mafia!,84,Comedy|Crime,1998,13376954,25416213,12039259
0,Zero Effect,116,Comedy|Crime|Mystery|Thriller,1998,6688477,2649089,-4039388
0,Six-String Samurai,91,Action|Adventure|Science Fiction,1998,2675390,166535,-2508855
0,Edge of Seventeen,99,Comedy|Drama|Romance,1998,2006543,1164799,-841744
0,Home Fries,93,Drama|Comedy|Romance,1998,20065432,13969976,-6095456
0,Strangeland,86,Horror,1998,1471465,844381,-627084
0,The Object of My Affection,111,Comedy|Drama|Romance,1998,20065432,62745795,42680363
0,The Newton Boys,113,Crime|Action|Drama,1998,36117777,101664855,65547078
0,How Stella Got Her Groove Back,124,Comedy|Drama|Romance,1998,26753909,50394131,23640222
4,The Little Mermaid,83,Animation|Family,1989,70359397,371749996,301390599
3,Indiana Jones and the Last Crusade,127,Adventure|Action,1989,84431277,834061065,749629788
2,When Harry Met Sally...,96,Comedy|Romance|Drama,1989,28143759,163275219,135131460
2,Batman,126,Fantasy|Action,1989,61564472,723556562,661992090
2,Back to the Future Part II,108,Adventure|Comedy|Family|Science Fiction|Action,1989,70359397,583982999,513623602
2,Dead Poets Society,129,Drama,1989,28847353,414874391,386027038
2,Ghostbusters II,108,Fantasy|Action|Comedy|Science Fiction|Family,1989,65082442,378876100,313793658
2,Licence to Kill,133,Adventure|Action|Thriller,1989,56287518,274695427,218407909
1,National Lampoon's Christmas Vacation,97,Comedy,1989,47492593,125450805,77958212
1,Glory,122,War,1989,31661728,47190689,15528961
1,The Abyss,139,Adventure|Action|Thriller|Science Fiction,1989,123128945,158308816,35179871
1,Lethal Weapon 2,114,Action|Adventure|Comedy|Crime|Thriller,1989,43974623,400791729,356817106
1,Tango & Cash,104,Action|Adventure|Comedy,1989,96744171,111534797,14790626
1,Bill & Ted's Excellent Adventure,90,Adventure|Comedy|Science Fiction,1989,17589849,71212573,53622724
1,Look Who's Talking,93,Comedy|Romance,1989,13192387,520659542,507467155
1,"Honey, I Shrunk the Kids",93,Adventure|Comedy|Family|Science Fiction,1989,56287518,391768464,335480946
1,Star Trek V: The Final Frontier,107,Science Fiction|Action|Adventure|Thriller,1989,52769548,123480742,70711194
0,Kickboxer,97,Action|Thriller,1989,2638477,25851810,23213333
0,A Nightmare on Elm Street 5: The Dream Child,89,Horror|Thriller,1989,14071879,38993809,24921930
0,Cyborg,86,Action|Science Fiction,1989,879492,17882648,17003156
0,The 'Burbs,101,Comedy|Horror|Thriller,1989,31661728,64382366,32720638
0,Pet Sematary,103,Drama|Horror,1989,20228326,101087926,80859600
0,"See No Evil, Hear No Evil",103,Crime|Comedy,1989,31661728,82512201,50850473
0,Born on the Fourth of July,145,Drama|War,1989,24625789,283199561,258573772
0,Uncle Buck,100,Comedy|Drama|Family,1989,26384774,139414574,113029800
0,Major League,107,Comedy,1989,19348834,87592433,68243599
0,Weekend at Bernie's,97,Comedy,1989,11433402,53153687,41720285
0,K-9,101,Action|Adventure|Comedy|Crime,1989,32714340,137636432,104922092
0,Casualties of War,113,Drama|History|War,1989,39577161,32842565,-6734596
0,Friday the 13th Part VIII: Jason Takes Manhattan,100,Horror|Thriller,1989,8794924,24625789,15830865
0,Always,122,Fantasy|Drama|Romance,1989,54528533,130401979,75873446
0,Miracle Mile,87,Science Fiction|Thriller,1989,5276954,2014748,-3262206
0,All Dogs Go to Heaven,89,Drama|Animation|Family|Comedy|Fantasy,1989,24273992,47668539,23394547
0,Harlem Nights,116,Action|Comedy|Crime|Drama|Thriller,1989,52769548,107060389,54290841
0,Sea of Love,113,Drama|Crime|Mystery,1989,33420713,195035393,161614680
0,Dead Calm,96,Crime|Thriller|Horror|Drama,1989,17589849,13764057,-3825792
0,Shocker,109,Thriller|Comedy|Horror,1989,8794924,29119466,20324542
0,Driving Miss Daisy,99,Comedy|Drama,1989,13192387,256448211,243255824
0,Crimes and Misdemeanors,104,Comedy|Drama,1989,33420713,32109745,-1310968
0,Black Rain,125,Action|Thriller|Crime,1989,52769548,80723709,27954161
0,My Left Foot: The Story of Christy Brown,103,Drama,1989,1134861,25933402,24798541
0,Do the Right Thing,120,Crime|Drama,1989,11433402,65602126,54168724
0,Halloween 5: The Revenge of Michael Myers,96,Horror|Thriller,1989,8794924,20478549,11683625
0,Next of Kin,108,Adventure|Drama|Action|Thriller,1989,21107819,28042842,6935023
0,Road House,114,Action|Thriller,1989,26384774,52857546,26472772
0,Fletch Lives,95,Comedy|Crime|Mystery,1989,14152370,61830009,47677639
0,Three Fugitives,96,Comedy,1989,26384774,71397198,45012424
0,Valmont,137,Drama|Romance,1989,58046502,1991367,-56055135
0,Drugstore Cowboy,100,Crime|Drama,1989,4397462,8318858,3921396
0,The Wizard,100,Adventure|Comedy|Drama|Family|Romance,1989,10553909,25116370,14562461
0,Little Monsters,102,Adventure|Fantasy|Comedy|Family,1989,12312894,1396238,-10916656
3,Beauty and the Beast,84,Romance|Family|Animation|Fantasy|Music,1991,40027321,604173269,564145948
3,Terminator 2: Judgment Day,137,Action|Thriller|Science Fiction,1991,160109284,832568277,672458993
2,Hook,144,Adventure|Fantasy|Comedy|Family,1991,112076498,481696503,369620005
1,Robin Hood: Prince of Thieves,143,Adventure|Drama|Action|Romance,1991,76852456,625217000,548364544
1,Highlander II: The Quickening,91,Action|Fantasy|Science Fiction,1991,48032785,24907144,-23125641
1,Cape Fear,128,Crime|Thriller,1991,56038249,291879225,235840976
1,Star Trek VI: The Undiscovered Country,113,Science Fiction|Action|Adventure|Thriller,1991,43229506,155145896,111916390
1,The Naked Gun 2Â½: The Smell of Fear,85,Action|Comedy|Crime,1991,36825135,139183658,102358523
1,Point Break,120,Action|Thriller|Crime,1991,38426228,133742420,95316192
1,Backdraft,137,Action|Crime|Drama|Mystery|Thriller,1991,120081963,243956250,123874287
0,The Addams Family,99,Comedy|Family|Fantasy,1991,48032785,306613163,258580378
0,Hudson Hawk,100,Action|Adventure|Comedy,1991,104071034,27567744,-76503290
0,The Rocketeer,108,Action|Adventure|Science Fiction|Family,1991,67245899,99267756,32021857
0,Thelma & Louise,130,Drama|Thriller|Crime|Adventure,1991,25617485,72627172,47009687
0,The Doors,140,Drama|Music,1991,60841527,55104641,-5736886
0,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,88,Science Fiction|Adventure|Action|Comedy|Family,1991,40027321,124,-40027197
0,Nothing but Trouble,94,Comedy|Adventure,1991,64043713,13576935,-50466778
0,The Silence of the Lambs,118,Crime|Drama|Thriller,1991,30420764,436686740,406265976
0,Barton Fink,116,Comedy|Drama,1991,14409835,9853027,-4556808
0,Freddy's Dead: The Final Nightmare,89,Horror|Thriller|Comedy,1991,17612021,55833362,38221341
0,The Last Boy Scout,105,Adventure|Action|Comedy|Thriller,1991,46431692,95280914,48849222
0,JFK,189,Drama|Thriller|History,1991,64043713,328873272,264829559
0,Boyz n the Hood,112,Crime|Drama,1991,10407103,92069353,81662250
0,Harley Davidson and the Marlboro Man,98,Action|Thriller,1991,36825135,11903686,-24921449
0,Double Impact,110,Thriller|Action|Crime|Drama,1991,24016392,48197244,24180852
0,What About Bob?,100,Comedy,1991,56038249,102005625,45967376
0,Child's Play 3,90,Horror,1991,20814206,32918877,12104671
0,City Slickers,112,Action|Adventure|Comedy|Drama|Western,1991,41628413,198589614,156961201
0,Hot Shots!,84,Action|Comedy|War,1991,41628413,289951771,248323358
0,Return to the Blue Lagoon,98,Drama|Adventure|Romance,1991,17612021,4495634,-13116387
0,Fried Green Tomatoes,130,Drama|Comedy,1991,17612021,191200107,173588086
0,Showdown in Little Tokyo,79,Action|Thriller,1991,12808742,3643378,-9165364
0,Sleeping with the Enemy,99,Crime|Thriller,1991,30420764,280189654,249768890
0,Rock-A-Doodle,77,Comedy|Family|Animation|Fantasy|Music,1991,28819671,18664555,-10155116
0,The Fisher King,137,Drama|Comedy,1991,38426228,67078570,28652342
0,Don't Tell Mom the Babysitter's Dead,105,Comedy|Family,1991,16010928,40341533,24330605
0,Shadows and Fog,85,Thriller|Comedy,1991,22415299,4380159,-18035140
0,Bugsy,134,Drama|Crime,1991,48032785,78636099,30603314
0,Cool as Ice,91,Drama|Action|Comedy|Music|Romance,1991,9606557,1910203,-7696354
0,Out for Justice,91,Action|Thriller|Crime,1991,22415299,63520414,41105115
0,The Prince of Tides,132,Drama|Romance,1991,48032785,119741889,71709104
0,Jungle Fever,132,Drama|Romance,1991,22415299,52007789,29592490
0,New Jack City,97,Thriller|Crime|Drama,1991,13609289,76250850,62641561
0,A Rage in Harlem,115,Crime|Comedy,1991,12808742,16651365,3842623
0,Oscar,109,Action|Comedy|Thriller|Family,1991,56038249,37726095,-18312154
0,Mobsters,104,Drama|Action|Thriller|Crime,1991,36825135,32416990,-4408145
0,Shattered,98,Mystery|Thriller,1991,35224042,18430229,-16793813
0,White Fang,107,Action|Adventure|Drama|Family,1991,22415299,55707079,33291780
0,Dutch,107,Comedy,1991,27218578,7371317,-19847261
0,Mannequin Two: On the Move,95,Fantasy|Comedy|Science Fiction|Romance,1991,20814206,6007982,-14806224
3,Die Hard,131,Action|Thriller,1988,51628948,259560770,207931822
2,Big,104,Fantasy|Drama|Comedy|Romance|Family,1988,33190038,279660690,246470652
1,The Naked Gun: From the Files of Police Squad!,85,Action|Comedy|Crime,1988,22126692,145217807,123091115
1,License to Drive,90,Comedy|Family,1988,14751128,41364514,26613386
1,Beetlejuice,92,Fantasy|Comedy,1988,27658365,135206381,107548016
1,Rain Man,133,Drama,1988,46097275,654259434,608162159
1,Bloodsport,92,Action,1988,2765836,21769196,19003360
1,Coming to America,116,Comedy|Romance,1988,71911749,532427775,460516026
1,Rambo III,102,Action|Adventure|Thriller|War,1988,116165134,348524188,232359054
1,Twins,107,Comedy|Drama,1988,27658365,399413325,371754960
1,Who Framed Roger Rabbit,104,Fantasy|Animation|Comedy|Crime|Family,1988,129072371,608122557,479050186
1,The Land Before Time,69,Animation|Adventure|Family,1988,22679859,155736595,133056736
1,Cocktail,104,Drama|Romance,1988,36877820,316236126,279358306
0,Child's Play,87,Horror|Thriller,1988,16595019,81493868,64898849
0,Willow,126,Adventure|Drama|Action,1988,64536185,105599386,41063201
0,A Nightmare on Elm Street 4: The Dream Master,99,Horror|Thriller,1988,12907237,133682099,120774862
0,Bull Durham,108,Comedy|Romance,1988,12907237,93831926,80924689
0,Red Heat,104,Comedy|Action|Crime,1988,53472839,64526317,11053478
0,A Fish Called Wanda,108,Comedy|Crime,1988,13829182,115231594,101402412
0,The Blob,95,Horror|Science Fiction,1988,35033929,15208308,-19825621
0,Cocoon: The Return,116,Comedy|Drama|Science Fiction,1988,32268092,46143223,13875131
0,Mississippi Burning,128,Thriller|Crime|Drama,1988,27658365,63806004,36147639
0,Working Girl,114,Comedy|Drama|Romance,1988,51628948,190240939,138611991
0,They Live,94,Action|Horror|Science Fiction|Thriller,1988,7375564,23987045,16611481
0,Phantasm II,97,Action|Horror|Science Fiction|Thriller,1988,5531673,13428783,7897110
0,Halloween 4: The Return of Michael Myers,88,Horror|Thriller,1988,9219455,32763651,23544196
0,Action Jackson,96,Action|Adventure|Comedy|Crime|Drama,1988,12907237,37351654,24444417
0,Married to the Mob,104,Action|Comedy|Thriller|Crime|Romance,1988,18438910,39619238,21180328
0,Friday the 13th Part VII: The New Blood,88,Horror|Thriller,1988,5162894,35347392,30184498
0,Dangerous Liaisons,119,Drama|Romance,1988,25814474,63929029,38114555
0,My Stepmother is an Alien,108,Comedy|Science Fiction,1988,36877820,25545266,-11332554
0,Frantic,120,Thriller|Action|Crime|Drama|Mystery,1988,36877820,32522457,-4355363
0,Return of the Living Dead Part II,89,Comedy|Horror,1988,11432124,16974720,5542596
0,Poltergeist III,98,Horror|Thriller,1988,19360855,26079994,6719139
0,Midnight Run,126,Adventure|Comedy|Crime,1988,55316730,70830503,15513773
0,Above the Law,99,Action|Adventure|Drama|Thriller,1988,13829182,34793543,20964361
0,The Last Temptation of Christ,164,Drama,1988,12907237,15439978,2532741
0,Prison,102,Crime|Drama|Horror|Thriller,1988,2397058,654035,-1743023
0,The Great Outdoors,91,Comedy,1988,44253384,80126708,35873324
0,Dead Ringers,115,Drama|Horror|Thriller,1988,23970583,14822132,-9148451
0,Ernest Saves Christmas,95,Comedy|Family,1988,11063346,52001615,40938269
0,Bad Dreams,86,Horror|Thriller,1988,7375564,18064781,10689217
0,Night of the Demons,90,Horror,1988,2212669,5734324,3521655
0,Talk Radio,110,Drama,1988,7375564,6395668,-979896
0,Earth Girls Are Easy,100,Music|Comedy|Drama|Romance|Science Fiction,1988,18438910,7221235,-11217675
0,Punchline,123,Comedy|Drama,1988,27658365,38781208,11122843
0,Critters 2,86,Thriller|Comedy|Horror|Science Fiction,1988,8297509,7031296,-1266213
0,Monkey Shines,113,Thriller|Drama|Horror|Science Fiction,1988,12907237,9854817,-3052420
0,Powaqqatsi,99,Documentary|Drama|Music,1988,4609727,1086501,-3523226
0,The Serpent and the Rainbow,98,Horror|Thriller,1988,12907237,36131101,23223864
0,Colors,120,Action|Crime|Drama,1988,11063346,85954947,74891601
0,Biloxi Blues,106,Comedy|Drama|Romance,1988,36877820,95301135,58423315
0,Vampire's Kiss,103,Comedy|Fantasy|Horror,1988,3687782,1337062,-2350720
0,The Lair of the White Worm,93,Comedy|Horror,1988,4609727,2192967,-2416760
0,A Cry in the Dark,120,Drama|Foreign,1988,27658365,12739068,-14919297
0,Red Scorpion,105,Action|History|War,1988,29502256,7730402,-21771854
0,The New Adventures of Pippi Longstocking,100,Fantasy|Adventure|Family,1988,9219455,6582578,-2636877
3,Predator,107,Science Fiction|Action|Adventure|Thriller,1987,34543447,188521918,153978471
2,Full Metal Jacket,116,Drama|War,1987,32624367,88964109,56339742
1,Dirty Dancing,100,Drama|Music|Romance,1987,11514482,410595461,399080979
1,Spaceballs,96,Comedy|Science Fiction,1987,43563125,73154354,29591229
1,The Living Daylights,130,Action|Adventure|Thriller,1987,76763217,366901115,290137898
1,RoboCop,102,Action|Thriller|Science Fiction,1987,24948045,101711263,76763218
1,Evil Dead II,84,Horror|Comedy|Fantasy,1987,6908689,11366797,4458108
1,Lethal Weapon,110,Adventure|Action|Comedy|Thriller|Crime,1987,28786206,230687145,201900939
1,The Running Man,101,Action|Science Fiction,1987,51815171,73159385,21344214
1,Jaws: The Revenge,89,Adventure|Thriller,1987,44138850,99563837,55424987
1,The Princess Bride,98,Adventure|Family|Fantasy|Comedy|Romance,1987,30705287,59218627,28513340
1,A Nightmare on Elm Street 3: Dream Warriors,96,Horror|Thriller,1987,9595402,85961796,76366394
1,Wall Street,126,Crime|Drama,1987,28786206,84147971,55361765
1,Beverly Hills Cop II,100,Action|Comedy|Crime,1987,38381608,575657032,537275424
1,Superman IV: The Quest for Peace,90,Action|Adventure|Fantasy|Science Fiction|Thriller,1987,32624367,37038252,4413885
1,Raising Arizona,94,Comedy|Crime,1987,11514482,55999304,44484822
1,The Untouchables,119,Crime|Drama|History|Thriller,1987,47977010,146369136,98392126
1,"Good Morning, Vietnam",121,Comedy|Drama|War,1987,24948045,237816996,212868951
0,The Last Emperor,163,Drama|History,1987,44138850,84409275,40270425
0,Fatal Attraction,119,Horror|Drama|Romance|Thriller,1987,26867126,614385336,587518210
0,Angel Heart,113,Horror|Mystery|Thriller,1987,32624367,32980610,356243
0,Over the Top,93,Action|Drama,1987,47977010,30815787,-17161223
0,The Lost Boys,97,Comedy|Horror,1987,16312183,61837697,45525514
0,Creepshow 2,92,Horror,1987,6716781,26867126,20150345
0,Overboard,106,Comedy|Romance,1987,3607882,51264754,47656872
0,Barfly,100,Comedy|Drama|Romance,1987,5757241,6182448,425207
0,Broadcast News,133,Comedy|Drama|Romance,1987,38381608,98351728,59970120
0,Blind Date,95,Comedy|Romance,1987,34543447,75461534,40918087
0,Dragnet,106,Action|Comedy|Crime,1987,38381608,127951840,89570232
0,The Pick-up Artist,81,Romance|Comedy|Crime|Drama,1987,28786206,25505285,-3280921
0,Cherry 2000,99,Science Fiction,1987,19190804,26867,-19163937
0,No Way Out,114,Crime|Drama|Action|Thriller|Mystery,1987,28786206,68145615,39359409
0,The Secret of My Success,111,Comedy,1987,23028965,213011939,189982974
0,Three Men and a Baby,102,Family|Comedy|Drama,1987,21109884,322405513,301295629
0,Prince of Darkness,101,Horror,1987,5757241,27217342,21460101
0,Hellraiser,94,Horror,1987,1919080,27949539,26030459
0,Mio min Mio,99,Adventure|Drama|Fantasy|Family|Mystery,1987,13817379,4413885,-9403494
0,La Bamba,108,Drama|Music,1987,12474022,104043744,91569722
0,Someone to Watch Over Me,106,Crime|Drama|Romance|Thriller,1987,32624367,19725362,-12899005
0,Project X,108,Action|Comedy|Drama|Science Fiction,1987,34543447,35564947,1021500
0,Throw Momma from the Train,88,Crime|Comedy,1987,26867126,111145408,84278282
0,The Monster Squad,82,Horror|Comedy|Action|Fantasy|Science Fiction,1987,23028965,7234914,-15794051
0,Can't Buy Me Love,94,Drama|Comedy|Romance|Family,1987,3454344,60688679,57234335
0,Mannequin,89,Fantasy|Comedy|Romance,1987,11514482,81985411,70470929
0,Ernest Goes to Camp,92,Comedy|Family,1987,5757241,45116395,39359154
0,"Silent Night, Deadly Night Part 2",88,Comedy|Horror,1987,479770,296158,-183612
3,2001: A Space Odyssey,149,Science Fiction|Mystery|Adventure,1968,75227563,355546597,280319034
1,Planet of the Apes,112,Adventure|Science Fiction|Mystery,1968,36359988,209354710,172994722
0,Bullitt,113,Action|Crime|Drama|Thriller,1968,34479299,265182633,230703334
0,Rosemary's Baby,136,Horror|Drama|Mystery,1968,20060683,209354710,189294027
0,Oliver!,153,Drama|Family|Music,1968,62689636,105318588,42628952
0,Hang 'em High,114,Western,1968,11284134,42628952,31344818
0,Where Eagles Dare,155,Adventure|Drama|Action|History|War,1968,48271019,131648235,83377216
0,The Green Berets,142,War|Drama,1968,43882745,68958599,25075854
0,Charly,103,Drama|Romance|Science Fiction,1968,5955515,5107111,-848404
3,The Godfather: Part II,200,Drama|Crime,1974,57489690,210247939,152758249
1,Chinatown,130,Crime|Drama|Mystery|Thriller,1974,26533703,132668516,106134813
1,The Man with the Golden Gun,125,Adventure|Action|Thriller,1974,30955987,431491083,400535096
1,Young Frankenstein,106,Comedy|Science Fiction,1974,12382394,381525170,369142776
0,The Texas Chain Saw Massacre,83,Horror|Thriller,1974,375894,136467258,136091364
0,The Conversation,113,Crime|Drama|Mystery,1974,7075654,19546494,12470840
0,Blazing Saddles,93,Comedy|Western,1974,11497938,528462924,516964986
0,Airport 1975,107,Action|Adventure|Drama|Thriller,1974,13266851,207847342,194580491
0,The Sugarland Express,110,Action|Crime|Drama,1974,13266851,56605233,43338382
0,The Great Gatsby,144,Drama|Romance,1974,28744845,117337342,88592497
0,Death Wish,93,Action|Crime|Drama|Thriller,1974,13266851,97290245,84023394
0,The Towering Inferno,159,Action|Thriller,1974,61911974,512984931,451072957
0,Earthquake,123,Action|Drama|Thriller,1974,30955987,352308556,321352569
3,One Flew Over the Cuckoo's Nest,133,Drama,1975,12155463,441572637,429417174
2,Jaws,124,Horror|Thriller|Adventure,1975,28362748,1907005842,1878643094
2,Monty Python and the Holy Grail,91,Adventure|Comedy|Fantasy,1975,1620728,20376397,18755669
1,The Rocky Horror Picture Show,100,Comedy|Horror|Music|Science Fiction,1975,4862185,457419488,452557303
1,Barry Lyndon,184,Drama|Romance|War,1975,44570032,81036423,36466391
0,The Return of the Pink Panther,113,Comedy,1975,20259105,169501241,149242136
0,Hard Times,93,Drama,1975,10939917,20259105,9319188
0,Tommy,111,Drama|Music,1975,20259105,138781054,118521949
0,Dog Day Afternoon,125,Crime|Drama|Thriller,1975,7293278,189081703,181788425
3,Dr. No,110,Adventure|Action|Thriller,1962,7929293,429623553,421694260
1,Lawrence of Arabia,216,Adventure|Drama|History|War,1962,108126733,504591421,396464688
0,To Kill a Mockingbird,129,Crime|Drama,1962,14416897,94645823,80228926
0,How the West Was Won,162,Western|Action|Adventure|Drama,1962,108126733,360422443,252295710
0,The Man Who Shot Liberty Valance,123,Western,1962,23067036,57667591,34600555
0,Birdman of Alcatraz,143,Drama,1962,19102389,22346191,3243802
0,The Miracle Worker,106,Drama,1962,3604224,18021122,14416898
3,Goldfinger,110,Adventure|Action|Thriller,1964,24605935,878080399,853474464
2,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,95,Drama|Comedy|War,1964,12654481,66367636,53713155
1,Mary Poppins,139,Comedy|Music|Family|Fantasy,1964,42181604,719004619,676823015
0,A Hard Day's Night,88,Comedy|Music,1964,3515133,7034127,3518994
0,Marnie,130,Crime|Drama|Mystery|Thriller,1964,15010752,49211871,34201119
0,My Fair Lady,170,Drama|Family|Music|Romance,1964,119514546,506179253,386664707
0,The Night of the Iguana,125,Drama|Romance,1964,21090802,84363208,63272406
3,A Clockwork Orange,136,Science Fiction|Drama,1971,11847428,143186947,131339519
2,Willy Wonka & the Chocolate Factory,100,Family|Fantasy,1971,16155584,21540779,5385195
1,Diamonds Are Forever,120,Adventure|Action|Thriller|Science Fiction,1971,38773403,624682610,585909207
0,Dirty Harry,102,Action|Crime|Thriller,1971,21540779,193737772,172196993
0,Escape from the Planet of the Apes,98,Action|Science Fiction,1971,13462987,66501260,53038273
0,Straw Dogs,118,Crime|Drama|Thriller|Mystery,1971,11847428,17511544,5664116
0,THX 1138,86,Drama|Mystery|Science Fiction|Thriller,1971,4184296,13123720,8939424
0,The French Connection,104,Action|Crime|Thriller,1971,9693350,221647928,211954578
0,Play Misty for Me,102,Crime|Drama|Romance|Thriller,1971,3904266,57083066,53178800
0,Shaft,100,Adventure|Action|Thriller|Crime,1971,21540779,65277275,43736496
0,Fiddler on the Roof,181,Drama|Music|Romance,1971,48466754,56029345,7562591
0,The Last Picture Show,118,Drama,1971,7000753,156886883,149886130
0,Vanishing Point,99,Action|Thriller|Drama,1971,7000753,389168143,382167390
2,Total Recall,113,Action|Adventure|Science Fiction,1990,108478405,436113096,327634691
2,Goodfellas,146,Drama|Crime,1990,41722463,78165189,36442726
2,Die Hard 2,124,Action|Thriller,1990,116822897,400587542,283764645
2,Back to the Future Part III,118,Adventure|Action|Comedy|Science Fiction|Family,1990,66755941,408091726,341335785
2,Edward Scissorhands,105,Fantasy|Drama|Romance,1990,33377970,88451622,55073652
2,Pretty Woman,119,Romance|Comedy,1990,23364579,772700024,749335445
1,The Godfather: Part III,162,Drama|Action|Thriller|Crime,1990,90120521,228248681,138128160
1,Dances with Wolves,181,Adventure|Drama|Western,1990,36715767,707961527,671245760
1,Ghost,127,Fantasy|Drama|Thriller|Mystery|Romance,1990,36715767,842793762,806077995
1,Teenage Mutant Ninja Turtles,93,Science Fiction|Action|Adventure|Comedy|Family,1990,22530130,337060620,314530490
1,Misery,107,Horror|Thriller,1990,33377970,102264882,68886912
1,Rocky V,104,Drama,1990,70093738,200178301,130084563
1,Child's Play 2,84,Drama|Horror,1990,21695681,59685828,37990147
1,The Hunt for Red October,134,Action|Adventure|Thriller,1990,50,333,283
1,Predator 2,108,Science Fiction|Action|Thriller,1990,58411448,95328015,36916567
1,Days of Thunder,107,Adventure,1990,100133912,263553680,163419768
0,Miller's Crossing,115,Drama|Thriller|Crime,1990,23364579,8478687,-14885892
0,Gremlins 2: The New Batch,106,Comedy|Horror|Fantasy,1990,83444927,69229594,-14215333
0,Tremors,96,Action|Horror,1990,18357883,81061739,62703856
0,RoboCop 2,117,Action|Adventure|Crime|Science Fiction|Thriller,1990,58411448,76237242,17825794
